ProbeID	RefseqBlastZebrafishGene	RefseqBlastZebrafishNucleotide	Number of Different Genes hit with highest stringency
A_15_P308456	col5a3b	NM_001190758 	1
A_15_P105260	hic1	NM_001002314 	1
A_15_P103752	rbm19	NM_198915 	1
A_15_P174711	pphln1	NM_001080080 	1
A_15_P712146	slc25a13	XM_009294371 	1
A_15_P177526	tmem82	NM_001199740 	1
A_15_P193881	si:dkey-284p5.3	NM_001044842 	1
CUST_1441_PI425731064	LOC567928	XM_003197884 	1
CUST_10747_PI425730982	LOC100151367	NM_001144821 	1
CUST_2199_PI425731064	espnl	XM_003198801 	1
A_15_P267191	cass4	XM_001341002 	1
A_15_P221626	adgb	XM_009294783 	1
A_15_P152486	uggt1	NM_001077534 	1
A_15_P268991	LOC100001171	XM_001341193 	1
CUST_2710_PI425731107	wdr11	XM_682139 	1
A_15_P685761	LOC799819	XM_009299196 	1
CUST_11862_PI425730982	vtg3	XM_688789 	1
A_15_P153011	cd276	NM_001080622 	1
A_15_P658176	grik5	NM_001245961 	1
A_15_P630436	lingo3a	NM_001082854 	1
A_15_P643466	cebpz	NM_001017745 	1
A_15_P182546	si:dkeyp-120h9.1	NM_001100022 	1
A_15_P167576	si:dkey-30c15.17	XM_003200424 	1
A_15_P406488	ptgs1	NM_153656 	1
A_15_P496817	cybb	NM_200414 	1
A_15_P628851	stat5a	NM_194387 	1
A_15_P171237	sema3fa	NM_001014822 	1
A_15_P624376	pde12	NM_001045288 	1
A_15_P721596	pno1	NM_200548 	1
A_15_P723941	dcun1d2a	NM_205538 	1
CUST_605_PI425731107	pcdh1gc5	NM_001012656 	1
A_15_P159351	pkp2	NM_001113433 	1
CUST_187_PI425730982	pcdh8	NM_131209 	1
A_15_P679001	si:ch73-390b10.2	XM_002663314 	1
A_15_P113327	bbs7	NM_001077145 	1
A_15_P169061	zgc:63733	NM_200619 	1
A_15_P157451	musk	NM_001004503 	1
A_15_P715578	ccdc103	NM_001002753 	1
A_15_P146751	si:ch211-284e13.11	XR_661659 	1
A_15_P552922	zgc:175284	NM_001113614 	1
A_15_P119226	ndufa13	NM_200714 	1
A_15_P410776	zgc:152863	NM_001080000 	1
A_15_P246361	stard9	XM_001921870 	1
CUST_4245_PI425730982	endou2	NM_001020562 	1
A_15_P140156	kctd16a	NM_001037238 	1
CUST_2335_PI425730982	hax1	NM_001002337 	1
A_15_P220472	si:ch211-194e1.9	XM_005167329 	1
A_15_P152446	klhl12	NM_001007328 	1
CUST_725_PI425731107	si:dkey-19f23.1	XM_009295496 	1
CUST_13235_PI425730982	LOC100001136	XM_001341168 	1
A_15_P176331	zdhhc14	NM_001045187 	1
A_15_P179506	si:ch211-76l23.7	XM_689448 	1
A_15_P756331	ndst1	XM_009295591 	1
A_15_P109905	ppp2r1b	NM_001005590 	1
A_15_P604852	LOC100148704	XM_001920524 	1
A_15_P676731	sub1a	NM_001281998 	1
A_15_P627236	nanp	NM_001020757 	1
A_15_P607027	zgc:56382	NM_213361 	1
CUST_13264_PI425730982	si:dkeyp-87a12.1	XM_009304328 	1
CUST_879_PI425731064	znf827	XM_005159980 	1
A_15_P742941	rbm47	NM_001114686 	1
A_15_P242031	rph3ab	XM_686740 	1
CUST_1803_PI425730982	slc5a2	NM_212926 	1
A_15_P626666	slc47a1	NM_001014310 	1
A_15_P420870	pdcd6ip	NM_213360 	1
CUST_939_PI425731107	nr1h4	NM_001002574 	1
A_15_P585482	si:ch73-281f12.4	NM_001285388 	1
A_15_P751011	cntn4	NM_001080051 	1
A_15_P742481	golga7	NM_001105599 	1
A_15_P106789	birc5a	NM_194397 	1
A_15_P417145	rb1	NM_001077780 	1
A_15_P115070	ubtd2	NM_001002718 	1
A_15_P685261	rhobtb1	XM_009300700 	1
A_15_P178156	stox1	NM_001123010 	1
A_15_P629976	nrip2	NM_001123515 	1
A_15_P158281	or106-7	NM_001256345 	1
A_15_P225511	orc5	NM_213198 	1
A_15_P112548	akirin2	NM_213294 	1
CUST_90_PI425731064	mst1rb	XM_009306193 	1
A_15_P714794	si:ch211-264f5.6	XM_005168209 	1
A_15_P673856	si:dkey-71p21.9	NR_046387 	1
CUST_4723_PI425730982	ldlra	NM_001030283 	1
A_15_P472840	pip5k1ab	NM_001089353 	1
A_15_P433760	sgpl1	NM_001089469 	1
A_15_P216916	ptprfb	NM_001083576 	1
A_15_P203791	LOC100150889	XM_001919950 	1
A_15_P739866	atp6v0cb	NM_205554 	1
A_15_P101427	cenpp	NM_001003555 	1
A_15_P242566	LOC100330861	XM_002665430 	1
A_15_P104322	sdf2l1	NM_001003730 	1
A_15_P509162	mcmbp	NM_212578 	1
A_15_P164086	ino80e	NM_205636 	1
A_15_P266366	fam161a	XM_681520 	1
A_15_P265161	si:ch1073-66c17.4	XM_009296607 	1
A_15_P440885	pcm1	NM_001115123 	1
A_15_P209216	thop1	NM_001005930 	1
A_15_P178131	emilin1a	NM_001030207 	1
A_15_P491362	LOC101883748	XM_005174454 	1
A_15_P720241	sypb	NM_001030242 	1
CUST_7301_PI425730982	cyp2aa7	NM_001109722 	1
CUST_11263_PI425730982	aebp2	NM_213494 	1
A_15_P174481	LOC100004819	XM_005159929 	1
A_15_P112414	trdmt1	NM_001018143 	1
A_15_P749416	bco1	NM_131798 	1
A_15_P161752	cyp3c3	NM_001007400 	1
A_15_P119273	zgc:110591	NM_001020489 	1
CUST_6476_PI425730982	taar1b	NM_001082904 	1
A_15_P133896	aldh9a1a.1	NM_201471 	1
A_15_P760431	LOC100536083	XM_009306935 	1
CUST_11799_PI425730982	polr2i	NM_001006013 	1
A_15_P401580	LOC101883723	XM_009301163 	1
A_15_P111908	zpcx	NM_001012244 	1
A_15_P116854	b4galt7	NM_001003417 	1
A_15_P631346	lcmt2	NM_001128557 	1
A_15_P161391	zgc:123217	NM_001037403 	1
A_15_P175516	rgrb	NM_001024436 	1
A_15_P595977	dlx6a	NM_131323 	1
A_15_P143381	mxra8a	NM_001080582 	1
A_15_P709711	cct8	NM_201062 	1
A_15_P113695	col4a3bpa	NM_001017914 	1
A_15_P727401	pdcd11	NM_001089368 	1
A_15_P626041	ttc39c	NM_001020568 	1
A_15_P157486	vldlr	NM_200923 	1
A_15_P174351	mycbp2	NM_001012247 	1
A_15_P144516	tln2a	NM_201193 	1
A_15_P109014	gmpr2	NM_001040304 	1
CUST_919_PI425730982	znf800b	NM_200436 	1
A_15_P156851	lrrc31	XM_009297491 	1
A_15_P167281	fgd4a	NM_001177933 	1
A_15_P754536	zgc:175088	NM_001113798 	1
A_15_P467395	pik3c2b	XM_009306014 	1
CUST_4213_PI425730982	ngly1	NM_001020601 	1
A_15_P187281	c1qtnf6a	XM_688410 	1
CUST_4754_PI425730982	ston2	NM_001033743 	1
CUST_1730_PI425731107	ankrd33ab	XM_692913 	1
A_15_P168731	ecrg4a	NM_001017697 	1
A_15_P736376	si:dkey-238o13.4	NM_001099999 	1
A_15_P732621	zgc:154093	NM_001077731 	1
CUST_2604_PI425731107	zgc:110340	NM_001013472 	1
A_15_P107078	serpine1	NM_001114559 	1
CUST_1277_PI425731107	kcnk12l	XM_688126 	1
A_15_P676316	adam19a	XM_005172361 	1
A_15_P594267	si:ch211-147k10.6	NR_120358 	1
A_15_P107432	mapk12b	NM_001044841 	1
CUST_2077_PI425730982	sult1st2	NM_183347 	1
A_15_P111220	lysmd1	NM_001076750 	1
CUST_1629_PI425731107	LOC103909815	XM_009297799 	1
CUST_24055_PI425730982	hepacam2	NM_001245085 	1
A_15_P162161	lmo2	NM_131111 	1
CUST_1023_PI425731064	eea1	XM_003200437 	1
A_15_P621392	si:dkey-23c22.2	NM_001017595 	1
A_15_P684056	camsap3	XM_009299788 	1
A_15_P189551	slc38a5a	XM_001344713 	1
A_15_P570832	LOC101882211	XM_005161637 	1
A_15_P333539	LOC100001297	XM_001341287 	1
A_15_P659731	dgcr2	NM_001002656 	1
A_15_P114929	ihhb	NM_131088 	1
A_15_P118599	rad21a	NM_199595 	1
A_15_P237641	iqsec1	XM_005169332 	1
A_15_P104846	aqp3a	NM_213468 	1
A_15_P282921	chrna5	NM_001017885 	1
A_15_P206091	rab39bb	NM_001080023 	1
CUST_8035_PI425730982	ches1	NM_001122745 	1
CUST_11890_PI425730982	cyp2x7	NM_001256177 	1
A_15_P624296	unc119.1	NM_212787 	1
A_15_P722121	spi1b	XM_005168850 	1
A_15_P465195	mepce	NM_001128529 	1
A_15_P674041	col15a1b	XM_005171235 	1
A_15_P348535	si:ch211-250g4.3	XM_009294354 	1
CUST_689_PI425731064	slc15a1a	XM_001919879 	1
A_15_P440530	aspg	NM_001102621 	1
A_15_P173161	nup85	NM_001003625 	1
A_15_P108563	fam19a4b	NM_001077273 	1
A_15_P448775	cacnb2a	NM_001083568 	1
A_15_P120717	ccdc141	XM_001921349 	1
CUST_23124_PI425730982	gabra5	XM_009302571 	1
A_15_P707056	mbnl2	NM_001161669 	1
A_15_P118008	snrpe	NM_201004 	1
A_15_P111009	gtf3c4	XM_691843 	1
A_15_P363120	dennd4c	XM_001919955 	1
A_15_P332114	LOC558044	NM_001099989 	1
A_15_P164041	si:ch211-132b12.2	NM_001045223 	1
CUST_1549_PI425730982	sh3glb2a	NM_205593 	1
A_15_P411665	dph1	NM_001017861 	1
CUST_4823_PI425730982	prnpb	NM_001013297 	1
CUST_2466_PI425731107	LOC100149482	XM_009292142 	1
A_15_P194386	ccdc24	NM_001014308 	1
A_15_P629201	cdkn1bb	NM_212792 	1
A_15_P111728	neu4	NM_001020548 	1
CUST_1407_PI425731107	LOC559636	XM_009306120 	1
A_15_P599317	zfand4	NM_001202471 	1
A_15_P111911	clica	NM_199524 	1
A_15_P307816	galnt18b	XM_009303592 	1
A_15_P107423	rpl18a	NM_201060 	1
A_15_P722201	smarcb1a	NM_001007296 	1
A_15_P136441	lyrm5b	NM_001159975 	1
CUST_23410_PI425730982	tbx5b	NM_001198771 	1
A_15_P659556	eif4eb	NM_001007777 	1
A_15_P627716	brms1	NM_200097 	1
A_15_P118038	zgc:174164	NM_001114439 	1
A_15_P285191	LOC559066	XM_682373 	1
A_15_P112196	tnk2b	NM_001080017 	1
A_15_P165071	si:ch211-222m15.19	XM_684467 	1
A_15_P100982	taf5	NM_001037431 	1
A_15_P456715	LOC100330352	XM_005166121 	1
A_15_P171636	rhogb	NM_200040 	1
A_15_P201931	slc40a1	NM_131629 	1
CUST_1014_PI425731064	cyp2r1	XM_686732 	1
CUST_644_PI425731107	LOC101883670	XM_005163686 	1
A_15_P201776	si:ch211-125e6.11	NM_001130664 	1
A_15_P499437	LOC100538238	XM_009299793 	1
CUST_22889_PI425730982	gpr17	XM_005165958 	1
A_15_P102354	gchfr	NM_200762 	1
CUST_15868_PI425730982	si:dkey-285b23.4	XM_009291820 	1
A_15_P101546	crim1	NM_212821 	1
A_15_P738391	kri1	NM_001002041 	1
A_15_P111672	rngtt	NM_212867 	1
A_15_P108575	xpo4	NM_212674 	1
A_15_P111744	gnb4b	NM_001007452 	1
A_15_P663876	numbl	NM_001012375 	1
A_15_P506062	hdac6	XM_009303753 	1
A_15_P262831	znf143b	NM_200979 	1
A_15_P163416	zmynd11	NM_001077583 	1
A_15_P190311	LOC100333352	XM_002664268 	1
A_15_P109965	hal	NM_001089457 	1
CUST_20909_PI425730982	LOC793249	XM_009292192 	1
A_15_P562232	arf4a	NM_001003590 	1
A_15_P111126	tpst1	NM_131403 	1
A_15_P115603	si:ch211-239e6.4	NM_001076762 	1
A_15_P197961	cisd1	NM_200605 	1
A_15_P671931	cspp1b	XM_005171392 	1
A_15_P258816	si:dkey-126h10.1	XM_001342536 	1
A_15_P743786	rhoab	NM_212749 	1
A_15_P143431	lama4	NM_001039065 	1
A_15_P210936	si:dkey-30j22.4	XM_009294864 	1
A_15_P274621	arvcfb	NM_001128534 	1
A_15_P484340	map2k5	NM_001114317 	1
A_15_P671101	si:dkey-92i17.2	XM_002664317 	1
A_15_P749391	hspa8	NM_001110403 	1
A_15_P745221	pxk	NM_001082808 	1
A_15_P291751	sst6	NM_001128784 	1
A_15_P160511	slc6a14	XM_001923561 	1
A_15_P157006	snai2	NM_001008581 	1
A_15_P219866	slc43a1b	NM_001083000 	1
A_15_P181661	stpg1	XM_005173750 	1
A_15_P261471	col2a1b	NM_001281478 	1
A_15_P739176	cct3	NM_173250 	1
A_15_P516442	col4a5	XM_005166502 	1
A_15_P417890	adad1	NM_001290213 	1
CUST_472_PI425731064	cx28.1	XM_005170194 	1
A_15_P144551	LOC555755	XM_678371 	1
A_15_P638399	tk1	XM_009306323 	1
CUST_9464_PI425730982	LOC101883414	XM_009297710 	1
A_15_P152826	zgc:153704	NM_001076726 	1
A_15_P661686	larp6	NM_199903 	1
A_15_P724546	cyp11c1	NM_001080204 	1
A_15_P630156	tfb1m	NM_001076769 	1
CUST_9512_PI425730982	LOC100331176	NM_001287541 	1
CUST_3335_PI425730982	zmat5	NM_001003771 	1
A_15_P181441	cpeb4	XM_009295677 	1
A_15_P175191	scn12ab	NM_001045123 	1
A_15_P146256	npdc1	XM_005171947 	1
CUST_988_PI425731107	si:dkey-83f18.2	XM_009302872 	1
A_15_P265051	si:ch211-113e8.11	XM_692566 	1
A_15_P621084	LOC795615	NM_001083863 	1
A_15_P114206	zgc:153952	NM_001077729 	1
A_15_P104271	dnase1	NM_001002674 	1
A_15_P415890	rfwd3	XM_002666962 	1
A_15_P727301	mapre1a	NM_001282033 	1
A_15_P748641	ilvbl	NM_200666 	1
A_15_P106109	fbxw11b	NM_213504 	1
CUST_943_PI425731064	lrrc45	XM_002663878 	1
A_15_P243491	kcnh1b	NM_001278814 	1
CUST_15441_PI425730982	LOC560461	XM_009303960 	1
CUST_23392_PI425730982	si:dkey-125i10.3	XM_690952 	1
A_15_P113010	adora2b	NM_001039813 	1
A_15_P622826	zgc:174680	NM_001114562 	1
A_15_P723786	ap2s1	NM_213155 	1
A_15_P582282	med13b	NM_001083838 	1
A_15_P727021	gamt	NM_001105595 	1
A_15_P397890	dopey1	XM_009292501 	1
A_15_P300361	LOC100333633	XM_009294471 	1
A_15_P108991	elavl1	NM_131452 	1
A_15_P628986	hnrnpl2	NM_213383 	1
A_15_P755944	fgg	NM_213054 	1
A_15_P167516	srgap1	XM_009293488 	1
A_15_P202116	rad50	XM_005167938 	1
A_15_P116990	gemin8	NM_001007317 	1
A_15_P205181	ilf3a	NM_001030065 	1
A_15_P768406	dnajb11	NM_198821 	1
CUST_602_PI425731107	LOC101883092	XM_005168129 	1
A_15_P654566	camk1db	NM_001080658 	1
A_15_P744721	taf15	NM_001079973 	1
CUST_1825_PI425731107	mthfd1l	NM_001242996 	1
A_15_P483910	tdrd7a	NM_001099343 	1
A_15_P101072	tmcc3	NM_001044813 	1
CUST_192_PI425731064	cadpsa	XM_009305981 	1
A_15_P310386	LOC101882811	XM_005167326 	1
A_15_P727263	krt4	NM_131509 	1
CUST_10369_PI425730982	six2b	NM_001128734 	1
A_15_P161296	sp8a	NM_213241 	1
A_15_P724066	lman2	NM_001081747 	1
A_15_P510702	lrp1aa	XM_009305755 	1
A_15_P163161	fnta	NM_001080560 	1
A_15_P628681	pdk3b	NM_001080688 	1
CUST_16519_PI425730982	LOC560859	XM_009293956 	1
A_15_P110775	pnisr	NM_001083837 	1
A_15_P580132	pm20d1.2	NM_001077301 	1
A_15_P246536	si:ch211-108c6.2	NM_001030130 	1
A_15_P208396	gpr19	NM_200994 	1
CUST_4329_PI425730982	ism2b	NM_001020509 	1
A_15_P175886	wbp2nl	NM_199710 	1
A_15_P621451	zgc:153219	NM_001076581 	1
A_15_P152381	zdhhc18a	NM_001077563 	1
A_15_P175141	si:dkey-51e6.1	NM_001030119 	1
A_15_P729601	ms4a17a.6	NM_001083012 	1
A_15_P143306	mhc1uja	NM_200406 	1
A_15_P141096	bhlhe41	NM_001039107 	1
CUST_6108_PI425730982	si:ch211-132g1.7	XM_009305513 	1
A_15_P152506	efcab11	NM_001017812 	1
A_15_P742551	shoc2	NM_001044786 	1
A_15_P687771	adka	NM_212791 	1
CUST_12565_PI425730982	si:rp71-17i16.4	XM_001339095 	1
A_15_P309196	abcb6b	XM_005167518 	1
A_15_P100620	slc35a3b	NM_001017900 	1
A_15_P107126	elp3	NM_001014322 	1
A_15_P202966	LOC799658	XM_001339957 	1
A_15_P130596	fgfr4	NM_131430 	1
CUST_5335_PI425730982	hnrnpa3	NM_001045439 	1
A_15_P624786	zgc:158659	NM_001080623 	1
A_15_P637573	pcdh1gb2	NM_001012658 	1
CUST_3337_PI425730982	cep57l1	NM_001003769 	1
CUST_693_PI425731107	si:dkey-83f18.2	XM_009302872 	1
A_15_P678836	gnb1a	NM_212609 	1
A_15_P164246	satb1a	NM_001080162 	1
CUST_12274_PI425730982	depdc1b	XM_003200791 	1
A_15_P688956	tmed9	XM_005173178 	1
A_15_P449960	acer3	NM_001293692 	1
A_15_P671941	fam208ab	XM_001922115 	1
A_15_P697316	inpp4ab	NM_001128547 	1
CUST_1721_PI425730982	acbd4	NM_213095 	1
A_15_P186816	mcoln1b	XM_001336163 	1
A_15_P286851	si:ch211-252f13.5	XM_005171187 	1
CUST_23481_PI425730982	taf6l	NM_001199722 	1
A_15_P167731	LOC100537332	XM_009298218 	1
CUST_577_PI425731064	si:ch73-147f11.1	XM_009304809 	1
A_15_P196586	LOC103908637	XM_009292666 	1
A_15_P102625	si:ch211-126g16.11	NM_001128245 	1
A_15_P671141	LOC572016	XM_009291220 	1
A_15_P155266	LOC100536909	XM_003197623 	1
A_15_P116887	ppp1r14aa	NM_001017863 	1
A_15_P101881	map3k4	XM_009307496 	1
A_15_P265651	mbtd1	XM_001919980 	1
A_15_P131436	hsp90aa1.1	NM_131328 	1
A_15_P164861	vash1	XM_003200403 	1
A_15_P282526	fmn2b	XM_009306991 	1
A_15_P104104	hbbe2	NM_212846 	1
CUST_3607_PI425730982	tmem182a	NM_001013320 	1
A_15_P723632	vtg1	XM_009296387 	1
A_15_P628211	hoxa13b	XM_005157955 	1
A_15_P503422	armc8	NM_001079683 	1
A_15_P676736	znf628	XM_009292140 	1
A_15_P192426	irf4b	XM_009303157 	1
A_15_P169611	nrarpb	NM_181496 	1
A_15_P193836	ndr1	NM_130966 	1
A_15_P112541	tmem243b	NM_212919 	1
CUST_1533_PI425730982	ccdc102a	NM_205552 	1
A_15_P620886	zgc:113276	NM_001020719 	1
A_15_P163226	zgc:152951	NM_001077176 	1
A_15_P181751	irgf3	XM_001338161 	1
A_15_P720541	zgc:65894	NM_199975 	1
A_15_P613129	sele	NM_001130598 	1
A_15_P117654	ttc36	NM_001007388 	1
A_15_P155121	fbln1	NM_131042 	1
A_15_P121427	amy2a	NM_213011 	1
A_15_P751126	plp1a	NM_175576 	1
CUST_6318_PI425730982	klhdc8b	XM_009296765 	1
CUST_19365_PI425730982	mast4	XM_009301829 	1
A_15_P336225	mgaa	NM_001170739 	1
A_15_P348585	myom2	XM_003201578 	1
CUST_2030_PI425731107	aifm1	NM_200102 	1
A_15_P676663	amn1	NM_001045454 	1
CUST_1591_PI425731064	LOC566887	XM_690171 	1
A_15_P151966	cyp2k8	NM_001083834 	1
A_15_P110574	cox6a2	NM_001004680 	1
CUST_15770_PI425730982	aff2	XM_002664383 	1
A_15_P291396	btbd17	XM_686626 	1
A_15_P648556	gne	NM_200883 	1
CUST_5172_PI425730982	rec8b	NM_001040378 	1
CUST_1067_PI425730982	ggt1a	NM_200415 	1
A_15_P169411	rorca	NM_001082819 	1
A_15_P113705	si:dkeyp-98a7.10	NM_001144808 	1
CUST_1785_PI425731064	si:dkey-165i8.3	XM_690066 	1
A_15_P155076	gmcl1	NM_207050 	1
A_15_P667016	ulk3	NM_001089472 	1
CUST_4966_PI425730982	abhd13	NM_001037685 	1
CUST_1627_PI425731064	pnpla8	XM_001918696 	1
A_15_P531647	usf1l	NM_213194 	1
A_15_P114529	ap3d1	NM_001045015 	1
A_15_P692706	nsmaf	XM_003199002 	1
A_15_P698826	sft2d1	NM_200372 	1
A_15_P120452	amh	NM_001007779 	1
A_15_P627496	zgc:175008	NM_001115109 	1
A_15_P183461	LOC564261	XM_687605 	1
CUST_7353_PI425730982	crygm2d11	NM_001109858 	1
A_15_P628446	zgc:110319	NM_001018083 	1
A_15_P178216	fance	NM_001040634 	1
A_15_P167446	si:ch211-248g20.5	XM_003200414 	1
A_15_P542802	aimp2	NM_213338 	1
A_15_P102112	tmem41aa	NM_001020765 	1
A_15_P156556	kpna1	XM_696267 	1
CUST_5_PI425731107	inf2	XM_009292761 	1
CUST_2329_PI425730982	kctd6b	NM_001002329 	1
A_15_P519617	LOC100150229	XM_001923522 	1
CUST_2164_PI425731107	LOC100148988	XM_009304453 	1
A_15_P626976	cxl34b.11	NM_001115062 	1
A_15_P286956	tmem98	NM_001080195 	1
A_15_P159486	si:dkey-159a18.1	XM_683991 	1
A_15_P267771	ifit12	NM_001190465 	1
A_15_P626011	rorab	NM_201067 	1
A_15_P282776	ube2na	NM_213486 	1
A_15_P624386	mlck2	NM_001110520 	1
A_15_P191466	frk	XM_690845 	1
A_15_P153881	ahrrb	NM_001033920 	1
CUST_15947_PI425730982	nes	XM_001919887 	1
A_15_P160661	cebpd	NM_131887 	1
A_15_P638726	tmem201	NM_001110466 	1
A_15_P201821	upf3a	NM_001202448 	1
A_15_P378495	si:dkey-93l1.9	XM_009296772 	1
A_15_P565482	cdc27	NM_201449 	1
CUST_22840_PI425730982	slc35d3	XM_688872 	1
CUST_2252_PI425731064	hm:gc12	XM_009296867 	1
A_15_P149201	tsen15	NM_001100090 	1
A_15_P614531	amd1	NM_001161601 	1
A_15_P621396	cog8	NM_001013506 	1
A_15_P528902	smad6	NM_001045051 	1
A_15_P632641	tomm5	NM_001166115 	1
A_15_P744136	tatdn2	NM_001128693 	1
A_15_P468560	wu:fe05a04	XM_005158123 	1
A_15_P144406	smad3a	NM_131571 	1
A_15_P153361	zgc:158296	NM_001080694 	1
A_15_P377355	rims2a	XM_009292621 	1
A_15_P658616	sp5a	NM_180973 	1
A_15_P507892	fam175a	NM_001005993 	1
A_15_P706846	LOC100537014	XM_003200520 	1
CUST_1812_PI425731107	si:dkey-15h8.4	XM_009295838 	1
A_15_P659186	ahcy	NM_199218 	1
A_15_P239551	nfxl1	XM_009297142 	1
CUST_15260_PI425730982	ptprfa	XM_009302097 	1
A_15_P393250	LOC100003660	XM_001919767 	1
A_15_P436815	LOC798089	XM_005156376 	1
A_15_P594157	LOC101884639	XM_005161427 	1
A_15_P630446	pdp1	NM_001111158 	1
A_15_P624926	zgc:112102	NM_001020651 	1
A_15_P628341	fosab	NM_205569 	1
CUST_15569_PI425730982	LOC100148888	XM_001923224 	1
A_15_P727306	cdc42ep1b	NM_001045846 	1
A_15_P111842	si:dkey-103i16.1	NM_001044970 	1
CUST_553_PI425730982	dync2li1	NM_200480 	1
A_15_P226766	zgc:158366	NM_001083001 	1
A_15_P155451	LOC101885020	XM_005171458 	1
CUST_7761_PI425730982	zgc:174379	NM_001114436 	1
A_15_P197966	polr1b	NM_200518 	1
CUST_2073_PI425730982	mycn	NM_212614 	1
A_15_P158261	or106-10	NM_001256342 	1
A_15_P706466	si:dkey-261h17.1	XM_003201212 	1
A_15_P625546	kirrelb	NM_001130651 	1
CUST_5482_PI425730982	klhl38a	NM_001044885 	1
A_15_P628661	hmx1	NM_001113526 	1
CUST_13502_PI425730982	zgc:153932	XM_009306951 	1
CUST_2210_PI425731064	secisbp2	XR_661776 	1
CUST_13691_PI425730982	si:ch211-250k18.8	XM_009291922 	1
A_15_P367355	ppifa	NM_001004626 	1
CUST_3051_PI425730982	magi1b	NM_001007063 	1
CUST_10509_PI425730982	ssbp3a	NM_001130643 	1
A_15_P236711	hip1r	XM_009300565 	1
A_15_P179436	prok1	NM_001105698 	1
CUST_2249_PI425730982	mpdu1b	NM_001002130 	1
CUST_11125_PI425730982	prl2	NM_001162854 	1
A_15_P655451	sema4c	XM_005168615 	1
A_15_P140206	zgc:112163	NM_001017723 	1
A_15_P192731	tmcc1b	NM_001080008 	1
A_15_P735731	si:dkey-88l16.3	XM_009305197 	1
A_15_P376385	get4	NM_001199907 	1
CUST_20201_PI425730982	agtr1a	XM_005163375 	1
A_15_P120099	lcp1	NM_131320 	1
CUST_7300_PI425730982	zgc:171699	NM_001109737 	1
CUST_153_PI425730982	npy8br	XM_009304308 	1
CUST_541_PI425730982	tmem170a	NM_200689 	1
A_15_P121397	arxa	NM_131384 	1
A_15_P105082	tpm3	NM_201492 	1
A_15_P755786	rab23	NM_001020743 	1
A_15_P108325	adat2	XM_005160618 	1
A_15_P168831	tbx6	NM_131052 	1
A_15_P653621	LOC566745	XM_684309 	1
CUST_3327_PI425730982	akr1a1a	NM_001003783 	1
A_15_P377785	rasl12	NM_200395 	1
A_15_P408980	LOC100535278	XM_009307580 	1
A_15_P393785	zgc:171779	NM_001109833 	1
CUST_360_PI425730982	avp	NM_178293 	1
A_15_P742916	hmgb2b	NM_001004674 	1
CUST_21940_PI425730982	si:dkey-95h12.1	XM_001334261 	1
CUST_1012_PI425731064	LOC560875	XM_009299686 	1
A_15_P656826	mxc	NM_001007284 	1
A_15_P101129	sid4	NM_001034182 	1
A_15_P118187	ksr1b	XM_009291770 	1
CUST_11615_PI425730982	hivep3a	XM_005159548 	1
A_15_P143766	LOC794305	XM_001334201 	1
A_15_P155211	slc12a2	NM_001163654 	1
CUST_1209_PI425731107	si:dkey-78l4.7	XM_003201050 	1
A_15_P541897	ces3	NM_001044936 	1
CUST_6896_PI425730982	mep1a.1	NM_001030281 	1
A_15_P724901	map1lc3a	NM_214739 	1
A_15_P631341	pcsk7	NM_001083025 	1
CUST_7964_PI425730982	ccl-c25v	NM_001115103 	1
A_15_P712491	LOC100148752	XM_005171023 	1
CUST_2536_PI425730982	ccdc85cb	NM_001002628 	1
A_15_P719921	evx1	NM_131249 	1
A_15_P159551	b4galnt3a	XM_009300449 	1
A_15_P401290	fgfr2	NM_001243004 	1
A_15_P111456	ube2c	NM_001037691 	1
A_15_P485040	arpc1b	NM_213156 	1
A_15_P769546	fxyd6	NM_199847 	1
CUST_21030_PI425730982	LOC553343	XM_005169856 	1
A_15_P627846	c23h20orf24	NM_199850 	1
A_15_P182456	gmeb1	XM_009294135 	1
A_15_P102838	si:ch73-131e21.5	XM_005160190 	1
A_15_P175746	si:dkey-211g8.6	NM_001082895 	1
A_15_P104563	LOC569741	XR_662490 	1
A_15_P114866	upf1	NM_213474 	1
A_15_P105902	dnajc30	XM_005172717 	1
A_15_P106786	anxa11b	NM_181766 	1
A_15_P564812	fam117ab	NM_001127471 	1
CUST_1445_PI425730982	evx2	NM_131232 	1
A_15_P261721	LOC103910408	XM_009300111 	1
CUST_3710_PI425730982	zgc:113223	NM_001013551 	1
A_15_P573072	rpp25l	NM_001002540 	1
CUST_1587_PI425731107	stm	NM_198817 	1
A_15_P165656	nlk2	NM_001113485 	1
A_15_P350500	dcaf6	NM_001145090 	1
CUST_2170_PI425731064	nfatc2	XM_009297074 	1
CUST_7450_PI425730982	olfcj1	NM_001110291 	1
A_15_P196041	zgc:123298	NM_001037560 	1
CUST_16376_PI425730982	LOC571372	XM_009297303 	1
A_15_P116244	gpr34l	NM_001007217 	1
CUST_2635_PI425730982	zgc:92113	NM_001003448 	1
CUST_1693_PI425730982	dip2ba	NM_212963 	1
A_15_P153326	bmpr1ab	NM_001004585 	1
A_15_P737276	neurl1aa	NM_001077558 	1
CUST_23617_PI425730982	LOC793750	XM_009291431 	1
A_15_P152441	scel	NM_001005304 	1
A_15_P109438	LOC563933	XM_687292 	1
A_15_P103105	sb:cb252	XM_003199845 	1
A_15_P709261	tcf7l1b	NM_131296 	1
CUST_7951_PI425730982	parp12b	NM_001115086 	1
